ID,Acquisition_date,Split,SAR,B8,RGB,MASK,DEM
Jun_2019_13,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_13,/mnt/d/repos/toushka/patches/b8/Jun_2019_13,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_13,/mnt/d/repos/toushka/patches/mask/Jun_2019_13,/mnt/d/repos/toushka/patches/dem/DEM_13
Jun_2019_14,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_14,/mnt/d/repos/toushka/patches/b8/Jun_2019_14,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_14,/mnt/d/repos/toushka/patches/mask/Jun_2019_14,/mnt/d/repos/toushka/patches/dem/DEM_14
Jun_2019_15,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_15,/mnt/d/repos/toushka/patches/b8/Jun_2019_15,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_15,/mnt/d/repos/toushka/patches/mask/Jun_2019_15,/mnt/d/repos/toushka/patches/dem/DEM_15
Jun_2019_16,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_16,/mnt/d/repos/toushka/patches/b8/Jun_2019_16,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_16,/mnt/d/repos/toushka/patches/mask/Jun_2019_16,/mnt/d/repos/toushka/patches/dem/DEM_16
Jun_2019_17,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_17,/mnt/d/repos/toushka/patches/b8/Jun_2019_17,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_17,/mnt/d/repos/toushka/patches/mask/Jun_2019_17,/mnt/d/repos/toushka/patches/dem/DEM_17
Jun_2019_18,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_18,/mnt/d/repos/toushka/patches/b8/Jun_2019_18,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_18,/mnt/d/repos/toushka/patches/mask/Jun_2019_18,/mnt/d/repos/toushka/patches/dem/DEM_18
Jun_2019_19,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_19,/mnt/d/repos/toushka/patches/b8/Jun_2019_19,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_19,/mnt/d/repos/toushka/patches/mask/Jun_2019_19,/mnt/d/repos/toushka/patches/dem/DEM_19
Jun_2019_20,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_20,/mnt/d/repos/toushka/patches/b8/Jun_2019_20,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_20,/mnt/d/repos/toushka/patches/mask/Jun_2019_20,/mnt/d/repos/toushka/patches/dem/DEM_20
Jun_2019_21,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_21,/mnt/d/repos/toushka/patches/b8/Jun_2019_21,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_21,/mnt/d/repos/toushka/patches/mask/Jun_2019_21,/mnt/d/repos/toushka/patches/dem/DEM_21
Jun_2019_22,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_22,/mnt/d/repos/toushka/patches/b8/Jun_2019_22,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_22,/mnt/d/repos/toushka/patches/mask/Jun_2019_22,/mnt/d/repos/toushka/patches/dem/DEM_22
Jun_2019_23,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_23,/mnt/d/repos/toushka/patches/b8/Jun_2019_23,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_23,/mnt/d/repos/toushka/patches/mask/Jun_2019_23,/mnt/d/repos/toushka/patches/dem/DEM_23
Jun_2019_24,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_24,/mnt/d/repos/toushka/patches/b8/Jun_2019_24,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_24,/mnt/d/repos/toushka/patches/mask/Jun_2019_24,/mnt/d/repos/toushka/patches/dem/DEM_24
Jun_2019_25,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_25,/mnt/d/repos/toushka/patches/b8/Jun_2019_25,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_25,/mnt/d/repos/toushka/patches/mask/Jun_2019_25,/mnt/d/repos/toushka/patches/dem/DEM_25
Jun_2019_26,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_26,/mnt/d/repos/toushka/patches/b8/Jun_2019_26,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_26,/mnt/d/repos/toushka/patches/mask/Jun_2019_26,/mnt/d/repos/toushka/patches/dem/DEM_26
Jun_2019_27,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_27,/mnt/d/repos/toushka/patches/b8/Jun_2019_27,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_27,/mnt/d/repos/toushka/patches/mask/Jun_2019_27,/mnt/d/repos/toushka/patches/dem/DEM_27
Jun_2019_28,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_28,/mnt/d/repos/toushka/patches/b8/Jun_2019_28,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_28,/mnt/d/repos/toushka/patches/mask/Jun_2019_28,/mnt/d/repos/toushka/patches/dem/DEM_28
Jun_2019_29,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_29,/mnt/d/repos/toushka/patches/b8/Jun_2019_29,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_29,/mnt/d/repos/toushka/patches/mask/Jun_2019_29,/mnt/d/repos/toushka/patches/dem/DEM_29
Jun_2019_30,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_30,/mnt/d/repos/toushka/patches/b8/Jun_2019_30,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_30,/mnt/d/repos/toushka/patches/mask/Jun_2019_30,/mnt/d/repos/toushka/patches/dem/DEM_30
Jun_2019_31,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_31,/mnt/d/repos/toushka/patches/b8/Jun_2019_31,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_31,/mnt/d/repos/toushka/patches/mask/Jun_2019_31,/mnt/d/repos/toushka/patches/dem/DEM_31
Jun_2019_32,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_32,/mnt/d/repos/toushka/patches/b8/Jun_2019_32,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_32,/mnt/d/repos/toushka/patches/mask/Jun_2019_32,/mnt/d/repos/toushka/patches/dem/DEM_32
Jun_2019_33,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_33,/mnt/d/repos/toushka/patches/b8/Jun_2019_33,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_33,/mnt/d/repos/toushka/patches/mask/Jun_2019_33,/mnt/d/repos/toushka/patches/dem/DEM_33
Jun_2019_34,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_34,/mnt/d/repos/toushka/patches/b8/Jun_2019_34,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_34,/mnt/d/repos/toushka/patches/mask/Jun_2019_34,/mnt/d/repos/toushka/patches/dem/DEM_34
Jun_2019_35,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_35,/mnt/d/repos/toushka/patches/b8/Jun_2019_35,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_35,/mnt/d/repos/toushka/patches/mask/Jun_2019_35,/mnt/d/repos/toushka/patches/dem/DEM_35
Jun_2019_36,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_36,/mnt/d/repos/toushka/patches/b8/Jun_2019_36,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_36,/mnt/d/repos/toushka/patches/mask/Jun_2019_36,/mnt/d/repos/toushka/patches/dem/DEM_36
Jun_2019_37,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_37,/mnt/d/repos/toushka/patches/b8/Jun_2019_37,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_37,/mnt/d/repos/toushka/patches/mask/Jun_2019_37,/mnt/d/repos/toushka/patches/dem/DEM_37
Jun_2019_38,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_38,/mnt/d/repos/toushka/patches/b8/Jun_2019_38,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_38,/mnt/d/repos/toushka/patches/mask/Jun_2019_38,/mnt/d/repos/toushka/patches/dem/DEM_38
Jun_2019_39,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_39,/mnt/d/repos/toushka/patches/b8/Jun_2019_39,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_39,/mnt/d/repos/toushka/patches/mask/Jun_2019_39,/mnt/d/repos/toushka/patches/dem/DEM_39
Jun_2019_40,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_40,/mnt/d/repos/toushka/patches/b8/Jun_2019_40,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_40,/mnt/d/repos/toushka/patches/mask/Jun_2019_40,/mnt/d/repos/toushka/patches/dem/DEM_40
Jun_2019_41,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_41,/mnt/d/repos/toushka/patches/b8/Jun_2019_41,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_41,/mnt/d/repos/toushka/patches/mask/Jun_2019_41,/mnt/d/repos/toushka/patches/dem/DEM_41
Jun_2019_42,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_42,/mnt/d/repos/toushka/patches/b8/Jun_2019_42,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_42,/mnt/d/repos/toushka/patches/mask/Jun_2019_42,/mnt/d/repos/toushka/patches/dem/DEM_42
Jun_2019_43,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_43,/mnt/d/repos/toushka/patches/b8/Jun_2019_43,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_43,/mnt/d/repos/toushka/patches/mask/Jun_2019_43,/mnt/d/repos/toushka/patches/dem/DEM_43
Jun_2019_44,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_44,/mnt/d/repos/toushka/patches/b8/Jun_2019_44,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_44,/mnt/d/repos/toushka/patches/mask/Jun_2019_44,/mnt/d/repos/toushka/patches/dem/DEM_44
Jun_2019_45,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_45,/mnt/d/repos/toushka/patches/b8/Jun_2019_45,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_45,/mnt/d/repos/toushka/patches/mask/Jun_2019_45,/mnt/d/repos/toushka/patches/dem/DEM_45
Jun_2019_46,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_46,/mnt/d/repos/toushka/patches/b8/Jun_2019_46,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_46,/mnt/d/repos/toushka/patches/mask/Jun_2019_46,/mnt/d/repos/toushka/patches/dem/DEM_46
Jun_2019_47,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_47,/mnt/d/repos/toushka/patches/b8/Jun_2019_47,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_47,/mnt/d/repos/toushka/patches/mask/Jun_2019_47,/mnt/d/repos/toushka/patches/dem/DEM_47
Jun_2019_48,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_48,/mnt/d/repos/toushka/patches/b8/Jun_2019_48,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_48,/mnt/d/repos/toushka/patches/mask/Jun_2019_48,/mnt/d/repos/toushka/patches/dem/DEM_48
Jun_2019_49,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_49,/mnt/d/repos/toushka/patches/b8/Jun_2019_49,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_49,/mnt/d/repos/toushka/patches/mask/Jun_2019_49,/mnt/d/repos/toushka/patches/dem/DEM_49
Jun_2019_50,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_50,/mnt/d/repos/toushka/patches/b8/Jun_2019_50,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_50,/mnt/d/repos/toushka/patches/mask/Jun_2019_50,/mnt/d/repos/toushka/patches/dem/DEM_50
Jun_2019_51,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_51,/mnt/d/repos/toushka/patches/b8/Jun_2019_51,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_51,/mnt/d/repos/toushka/patches/mask/Jun_2019_51,/mnt/d/repos/toushka/patches/dem/DEM_51
Jun_2019_52,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_52,/mnt/d/repos/toushka/patches/b8/Jun_2019_52,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_52,/mnt/d/repos/toushka/patches/mask/Jun_2019_52,/mnt/d/repos/toushka/patches/dem/DEM_52
Jun_2019_53,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_53,/mnt/d/repos/toushka/patches/b8/Jun_2019_53,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_53,/mnt/d/repos/toushka/patches/mask/Jun_2019_53,/mnt/d/repos/toushka/patches/dem/DEM_53
Jun_2019_54,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_54,/mnt/d/repos/toushka/patches/b8/Jun_2019_54,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_54,/mnt/d/repos/toushka/patches/mask/Jun_2019_54,/mnt/d/repos/toushka/patches/dem/DEM_54
Jun_2019_55,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_55,/mnt/d/repos/toushka/patches/b8/Jun_2019_55,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_55,/mnt/d/repos/toushka/patches/mask/Jun_2019_55,/mnt/d/repos/toushka/patches/dem/DEM_55
Jun_2019_56,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_56,/mnt/d/repos/toushka/patches/b8/Jun_2019_56,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_56,/mnt/d/repos/toushka/patches/mask/Jun_2019_56,/mnt/d/repos/toushka/patches/dem/DEM_56
Jun_2019_57,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_57,/mnt/d/repos/toushka/patches/b8/Jun_2019_57,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_57,/mnt/d/repos/toushka/patches/mask/Jun_2019_57,/mnt/d/repos/toushka/patches/dem/DEM_57
Jun_2019_58,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_58,/mnt/d/repos/toushka/patches/b8/Jun_2019_58,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_58,/mnt/d/repos/toushka/patches/mask/Jun_2019_58,/mnt/d/repos/toushka/patches/dem/DEM_58
Jun_2019_59,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_59,/mnt/d/repos/toushka/patches/b8/Jun_2019_59,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_59,/mnt/d/repos/toushka/patches/mask/Jun_2019_59,/mnt/d/repos/toushka/patches/dem/DEM_59
Jun_2019_60,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_60,/mnt/d/repos/toushka/patches/b8/Jun_2019_60,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_60,/mnt/d/repos/toushka/patches/mask/Jun_2019_60,/mnt/d/repos/toushka/patches/dem/DEM_60
Jun_2019_61,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_61,/mnt/d/repos/toushka/patches/b8/Jun_2019_61,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_61,/mnt/d/repos/toushka/patches/mask/Jun_2019_61,/mnt/d/repos/toushka/patches/dem/DEM_61
Jun_2019_62,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_62,/mnt/d/repos/toushka/patches/b8/Jun_2019_62,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_62,/mnt/d/repos/toushka/patches/mask/Jun_2019_62,/mnt/d/repos/toushka/patches/dem/DEM_62
Jun_2019_63,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_63,/mnt/d/repos/toushka/patches/b8/Jun_2019_63,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_63,/mnt/d/repos/toushka/patches/mask/Jun_2019_63,/mnt/d/repos/toushka/patches/dem/DEM_63
Jun_2019_64,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_64,/mnt/d/repos/toushka/patches/b8/Jun_2019_64,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_64,/mnt/d/repos/toushka/patches/mask/Jun_2019_64,/mnt/d/repos/toushka/patches/dem/DEM_64
Jun_2019_65,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_65,/mnt/d/repos/toushka/patches/b8/Jun_2019_65,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_65,/mnt/d/repos/toushka/patches/mask/Jun_2019_65,/mnt/d/repos/toushka/patches/dem/DEM_65
Jun_2019_66,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_66,/mnt/d/repos/toushka/patches/b8/Jun_2019_66,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_66,/mnt/d/repos/toushka/patches/mask/Jun_2019_66,/mnt/d/repos/toushka/patches/dem/DEM_66
Jun_2019_67,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_67,/mnt/d/repos/toushka/patches/b8/Jun_2019_67,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_67,/mnt/d/repos/toushka/patches/mask/Jun_2019_67,/mnt/d/repos/toushka/patches/dem/DEM_67
Jun_2019_68,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_68,/mnt/d/repos/toushka/patches/b8/Jun_2019_68,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_68,/mnt/d/repos/toushka/patches/mask/Jun_2019_68,/mnt/d/repos/toushka/patches/dem/DEM_68
Jun_2019_69,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_69,/mnt/d/repos/toushka/patches/b8/Jun_2019_69,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_69,/mnt/d/repos/toushka/patches/mask/Jun_2019_69,/mnt/d/repos/toushka/patches/dem/DEM_69
Jun_2019_70,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_70,/mnt/d/repos/toushka/patches/b8/Jun_2019_70,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_70,/mnt/d/repos/toushka/patches/mask/Jun_2019_70,/mnt/d/repos/toushka/patches/dem/DEM_70
Jun_2019_71,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_71,/mnt/d/repos/toushka/patches/b8/Jun_2019_71,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_71,/mnt/d/repos/toushka/patches/mask/Jun_2019_71,/mnt/d/repos/toushka/patches/dem/DEM_71
Jun_2019_72,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_72,/mnt/d/repos/toushka/patches/b8/Jun_2019_72,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_72,/mnt/d/repos/toushka/patches/mask/Jun_2019_72,/mnt/d/repos/toushka/patches/dem/DEM_72
Jun_2019_73,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_73,/mnt/d/repos/toushka/patches/b8/Jun_2019_73,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_73,/mnt/d/repos/toushka/patches/mask/Jun_2019_73,/mnt/d/repos/toushka/patches/dem/DEM_73
Jun_2019_74,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_74,/mnt/d/repos/toushka/patches/b8/Jun_2019_74,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_74,/mnt/d/repos/toushka/patches/mask/Jun_2019_74,/mnt/d/repos/toushka/patches/dem/DEM_74
Jun_2019_75,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_75,/mnt/d/repos/toushka/patches/b8/Jun_2019_75,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_75,/mnt/d/repos/toushka/patches/mask/Jun_2019_75,/mnt/d/repos/toushka/patches/dem/DEM_75
Jun_2019_76,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_76,/mnt/d/repos/toushka/patches/b8/Jun_2019_76,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_76,/mnt/d/repos/toushka/patches/mask/Jun_2019_76,/mnt/d/repos/toushka/patches/dem/DEM_76
Jun_2019_77,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_77,/mnt/d/repos/toushka/patches/b8/Jun_2019_77,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_77,/mnt/d/repos/toushka/patches/mask/Jun_2019_77,/mnt/d/repos/toushka/patches/dem/DEM_77
Jun_2019_78,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_78,/mnt/d/repos/toushka/patches/b8/Jun_2019_78,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_78,/mnt/d/repos/toushka/patches/mask/Jun_2019_78,/mnt/d/repos/toushka/patches/dem/DEM_78
Jun_2019_79,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_79,/mnt/d/repos/toushka/patches/b8/Jun_2019_79,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_79,/mnt/d/repos/toushka/patches/mask/Jun_2019_79,/mnt/d/repos/toushka/patches/dem/DEM_79
Jun_2019_80,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_80,/mnt/d/repos/toushka/patches/b8/Jun_2019_80,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_80,/mnt/d/repos/toushka/patches/mask/Jun_2019_80,/mnt/d/repos/toushka/patches/dem/DEM_80
Jun_2019_81,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_81,/mnt/d/repos/toushka/patches/b8/Jun_2019_81,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_81,/mnt/d/repos/toushka/patches/mask/Jun_2019_81,/mnt/d/repos/toushka/patches/dem/DEM_81
Jun_2019_82,Jun-19,training,/mnt/d/repos/toushka/patches/sentinel_1/Jun_2019_82,/mnt/d/repos/toushka/patches/b8/Jun_2019_82,/mnt/d/repos/toushka/patches/sentinel_2/Jun_2019_82,/mnt/d/repos/toushka/patches/mask/Jun_2019_82,/mnt/d/repos/toushka/patches/dem/DEM_82
